ID,Job Title,Company,Job Page link,Job Description,Source
11,Software Engineer Intern,Signify,https://ca.indeed.com/rc/clk?jk=a5bdaec36e97bc62&fccid=a745863897d3e6ba&vjs=3,"We’re looking for a Software Engineer to join our Enterprise team in Mississauga, Canada
Working for Signify means being creative and adaptive. Our culture of continuous learning and commitment to diversity and inclusion creates an environment that allows you to build your skills and career. Together, we’re transforming our industry.
As the world leader in lighting, we’re constantly ahead of the curve. Through our leadership in connected lighting and the Internet of Things, we’re breaking new grounds in data analytics, AI, and smart homes, offices, cities and more!
Signify is one of the few companies in the world to achieve carbon neutrality and our next sustainability goals are even bolder: doubling our positive impact on the environment and society by 2025.
As a software engineer you’ll be responsible for developing and supporting enterprise applications using latest technologies.
This internship is from May - Aug 2022.
We’re on the lookout for forward-thinking innovators with a passion for sustainability. If you match this description, get in touch!
What you’ll do
Work closely with enterprise team and be part of the agile process
Develop and support features in latest technologies such as Spring boot, micro services and Angular 12
Coordinate with marketing team and testing team for quality delivery
Your qualifications
Must be enrolled at University in Software or Computer Engineering
Passion to learn new technologies
Willing to take up responsibilities
We are an equal opportunity employer and is committed to treating all people in a way that allows them to maintain their dignity and independence. We welcome and encourage applications from people with disabilities.
Accommodations are available on request for candidates taking part in all aspects of the selection process. To be eligible for this position, you must legally be permitted to work in Canada and travel within North America, without any additional sponsorship support from Signify.
This co-op could lead to a full time permanent position.
What you’ll get in return…
We’re offering multiple opportunities for career development, like mentoring, coaching and stretch assignments, with strong international exposure for dynamic profiles. Learning is fundamental to our culture. Through continuous learning, we are transforming the industry. You have the chance to learn every day, acquire new skills and perspectives through customized online programs, and on-the-job experiences.
See #SignifyLife through the eyes of our employees!
Who we are
Signify is the world leader in lighting. We provide professional customers and consumers with quality, energy-efficient LED lighting. And our lights, when connected, bring data to devices, apps and people – redefining what light can do and how you use it. Today, our innovations, such as LiFi – internet connectivity through light – and UV-C, solar and horticultural lighting, contribute to a safer, smarter, more sustainable world.
We’re operating in 74 countries with 32,000 people worldwide.Hiring InsightsJob activityPosted 20 days ago",Indeed
12,software engineer,Uponcall Inc.,https://ca.indeed.com/rc/clk?jk=830f6e657570467c&fccid=4b778434a4d2e67c&vjs=3,"Job detailsSalary$53 an hourJob typeFull-timeFull Job Description

Specific Skills

 Collect and document user's requirements and develop logical and physical specifications
 Research, evaluate and synthesize technical information to design, develop and test computer-based systems
 Develop data, process and network models to optimize architecture and to evaluate the performance and reliability of designs
 Plan, design and co-ordinate the development, installation, integration and operation of computer-based systems
 Assess, troubleshoot, document, upgrade and develop maintenance procedures for operating systems, communications environments and applications software
 Lead and co-ordinate teams of information systems professionals in the development of software and integrated information systems, process control software and other embedded software control systems


Hiring InsightsJob activityPosted Just posted",Indeed
13,Junior Software Developer,AM Consulting,https://ca.indeed.com/company/AM-Consulting/jobs/Junior-Software-Developer-2b3ab3dc759b1263?fccid=161b5d02f335bcbf&vjs=3,"A major company in the health care industry is looking to hire junior software developers to join the team due to growing business opportunities in the eHealth space.Key ResponsibilitiesBuild the core customer facing features of productsWork closely with the team to deliver a quality user experienceComfortable writingn scalable and efficient codeMake informed technical decisionsPerform design and code reviewsDevelop automated testing to ensure quality of the code baseRequired SkillsKnowledge in a procedural language such as Java, JavascriptKnowledge of object oriented programming principlesKnowledge in databases such SQL or MongoDBExperience with cloud services such as AWS or Azure is a plusJob Type: Full-timeSalary: $80,000.00-$125,000.00 per yearAdditional pay:Bonus payBenefits:Dental careEmployee assistance programExtended health careFlexible schedulePaid time offRRSP matchVision careWork from homeSchedule:8 hour shiftAbility to commute/relocate:Toronto, ON: reliably commute or plan to relocate before starting work (preferred)Experience:Software Development Occupations: 1 year (preferred)Hiring InsightsHiring 3 candidates for this roleJob activityPosted 1 day ago",Indeed
14,software developer,Fintech Innovation Canada Inc.,https://ca.indeed.com/rc/clk?jk=108675353f16dd9c&fccid=d6ef0fc193d61f59&vjs=3,"Specific Skills
Write, modify, integrate and test software code
Identify and communicate technical problems, processes and solutions
Prepare reports, manuals and other documentation on the status, operation and maintenance of software
Maintain existing computer programs by making modifications as required
Write, modify, integrate and test software code for e-commerce and other Internet applications
Programming Languages
JavaScript
C#Hiring InsightsJob activityPosted 30+ days ago",Indeed
15,"Intern, Software Engineer",Personify,https://ca.indeed.com/rc/clk?jk=4b52b8bd8d7e6abf&fccid=c91bf5a32ea9b61f&vjs=3,"Full Job Description

PERSONI-VERSITY PROGRAM
We are dedicated to attracting and cultivating diverse, talented individuals who will grow into future industry leaders. Interns and new graduates will contribute to real projects that make an impact at Personify and in the world. We are a profitable company doing good by helping mission-driven organizations strengthen connections with their members and their communities.
The project's PersoniVersity interns work on affect how our business runs and how associations grow and make a difference with their members, giving them the opportunity to do good and make a tangible impact on the future. At Personify, we value fairness and strive for diversity and inclusion. Diversity of experience and background enriches our work. When we commit to ensuring that many voices are heard, together, we do our best work. We believe that challenging our assumptions and involving people in the decisions that impact them leads to better outcomes.

Our eight-week summer internship program will be an amazing opportunity to make a meaningful impact and have some fun along the way, we'd love to meet you. This is a paid full-time internship and is 100% remote with opportunities for social events in person. Join us for an incredible experience!
ROLE
The Personify Engineering team is seeking an engineering intern who is excited to work on real projects. The code will go to production! How cool is that!? Perhaps it will be new features, or product improvements, or test automation code. You will join a team of 4. You will be working on the MC Trade team of 4 engineers. MC Trade is a cloud-based association management system.
WHO WE ARE
At Personify, we are a talented, diverse, and spirited team that builds strong connections with our clients so they can build strong connections with their communities. One of the most diversified and fastest-growing technology providers of integrated software solutions, we're in the relationship building business, powering conversations, donations, events, and foundations through analytics, tools, and robust backend management systems.

YOU

Computer Science Major
 Have strong knowledge of computer science fundamentals: data structures and algorithms
 Have a working knowledge in technologies such as: JS, React, Angular, .NET, +C#

WHAT'S IN IT FOR YOU
Through this internship, you will get practical experience of building a modern web application, CI/CD automation, and working in a collaborative team.

Hiring InsightsJob activityEmployer reviewed job 3 days agoPosted 11 days ago",Indeed
16,"Intern, Software Engineer",Personify,https://ca.indeed.com/rc/clk?jk=4b52b8bd8d7e6abf&fccid=c91bf5a32ea9b61f&vjs=3,"PERSONI-VERSITY PROGRAM
We are dedicated to attracting and cultivating diverse, talented individuals who will grow into future industry leaders. Interns and new graduates will contribute to real projects that make an impact at Personify and in the world. We are a profitable company doing good by helping mission-driven organizations strengthen connections with their members and their communities.
The project's PersoniVersity interns work on affect how our business runs and how associations grow and make a difference with their members, giving them the opportunity to do good and make a tangible impact on the future. At Personify, we value fairness and strive for diversity and inclusion. Diversity of experience and background enriches our work. When we commit to ensuring that many voices are heard, together, we do our best work. We believe that challenging our assumptions and involving people in the decisions that impact them leads to better outcomes.
Our eight-week summer internship program will be an amazing opportunity to make a meaningful impact and have some fun along the way, we'd love to meet you. This is a paid full-time internship and is 100% remote with opportunities for social events in person. Join us for an incredible experience!
ROLE
The Personify Engineering team is seeking an engineering intern who is excited to work on real projects. The code will go to production! How cool is that!? Perhaps it will be new features, or product improvements, or test automation code. You will join a team of 4. You will be working on the MC Trade team of 4 engineers. MC Trade is a cloud-based association management system.
WHO WE ARE
At Personify, we are a talented, diverse, and spirited team that builds strong connections with our clients so they can build strong connections with their communities. One of the most diversified and fastest-growing technology providers of integrated software solutions, we're in the relationship building business, powering conversations, donations, events, and foundations through analytics, tools, and robust backend management systems.
YOU
Computer Science Major
Have strong knowledge of computer science fundamentals: data structures and algorithms
Have a working knowledge in technologies such as: JS, React, Angular, .NET, +C#
WHAT'S IN IT FOR YOU
Through this internship, you will get practical experience of building a modern web application, CI/CD automation, and working in a collaborative team.Hiring InsightsJob activityEmployer reviewed job 3 days agoPosted 11 days ago",Indeed
17,software engineer,CircleCI Technologies Canada Ltd.,https://ca.indeed.com/rc/clk?jk=884f3f4e878b403d&fccid=a4e6b032f6eae726&vjs=3,"Job detailsSalary$137,500 - $186,000 a yearJob typeFull-timeFull Job Description


or equivalent experience

 Work Setting

 Startup company

 Specific Skills

 Develop data, process and network models to optimize architecture and to evaluate the performance and reliability of designs

 Programming Languages

 Fortran
 SQL
 Git

 Own Tools/Equipment

 Computer
 Internet access

 Computer and Technology Knowledge

 Database software
 Programming software
 Programming languages
 SQL

 Personal Suitability

 Effective interpersonal skills
 Team player
 Excellent oral communication
 Organized

 Workplace information

 Remote work available

 Health benefits

 Health care plan
 Dental plan
 Vision care benefits

 Financial benefits

 Stocks/shares

 Long term benefits

 Group insurance benefits

 Other benefits

 Team building opportunities
 Wellness program

 Screening questions

 Are you currently legally able to work in Canada?
 Do you have previous experience in this field of employment?


Hiring InsightsJob activityPosted 7 days ago",Indeed
18,Developers (Junior),Adacado.com,https://ca.indeed.com/rc/clk?jk=fc1f87de2b3fea99&fccid=d4f94d8bd8f3d8bd&vjs=3,"Job detailsApplication DetailsCover letterFull Job Description









Who you are…





You have 6-18 months coding experience and are ready for deeper involvement with projects and dev teams.
 Adacado is looking for junior developers that are willing to work hard and hone their developer tradecraft. You want to take your technical knowledge to the next level and want to explore full-stack development vs specialization.
 We will mentor you and provide you with all the resources and materials to help you evolve as a programmer, along whichever developer path you choose (FE or BE). You will be exposed to Adacado’s best practices and all processes Agile. You will have the opportunity to really dig into some of the technologies we use – the faster you learn the sooner you’ll be able to help us experiment and innovate.













The Adacado Platform





The Adacado SAAS platform (and its roadmap) creates many interesting technical challenges. Adacado is built on Kubernetes, Golang, Vue, and ES6, and utilizes Node, Postgres, Kafka, Aerospike, and ElasticSearch. We manage an ever growing army of microservices (150+ unique across 300+ deployments) with special care in making our applications performant, available, and scalable.













The Adacado Team





Everyone at Adacado believes in our product, making our group close knit. We live through our trials and tribulations together (often over great Vancouver craft beer or other libations). Our staff are our most valuable resource.
 We provide our team members with competitive compensation with benefits and stock options, liberal time off, flexible work hours, and a generous skills-development/education budget. All developers also receive a stand-up desk, dual monitors, and a Nerf gun (yes, a Nerf gun!).
 Adacado is located in the heart of downtown Vancouver, close to public transit. Everyday is casual day in the office and we provide a fully stocked kitchen with snacks. We also serve lunch hot and fresh every Friday, have regular in-office craft beer and wine parties, and bi-annual company retreats.





Location





This role is based in our Vancouver office and applicants must be eligible to work in Canada. Remote applicants WILL NOT be considered.













Apply Today!





Tell us why you are the right person for the job – cover letter required.





For all inquiries, please contact us via email only at careers@adacado.com.
 Attach your resume and cover letter and please include position title in the subject line.









Hiring InsightsJob activityPosted 30+ days ago",Indeed
19,"Software Engineer - Mobility, Marketplace & U4B",Uber,https://ca.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0AVIi8UxprrPGU7QPohOxOOpynq0pcPnEidcD-eE3H2Sjj4_Pku15tMmP7NP-uADjqPX1FF4DAasJmb_TAea0bln3MneyN9E4vleIUdzvyZmRGPtz7g0kaazsgyyLdwtQG4qFEcnmEn8-7uIOdioUXpMOo_pNrtxw5WmSmr375Dqjrcwk4Sxn_1Em1IV1Y_fScCkiC0nVbv92b5OLI3Xz6hxE3O0r_ho-r3nNtM1Q8Svfc-rUSgcCwS0pVckClUlRJI5aKbC-ieBEe15rZqHBVEcTzBYw0UMYi0-cghsA15LZYyWZQl3T7CV5NgW3xWsSdyBvYhRq5mhxRpii6bPZnk-AaV6SpmTsYSGP7EIBhKcmshblWZ8NgA3bQFyZeTpnQpmGrfQqbZjkeAXhkzNKdR04vXfQBeai6U5jacj2vrUJJn0ieEerqSopMcxbB9omFxGSCKL_YNVdiv9F2KRu8xyxlVTiJIS-VY6dd8-AAyva8CHR0qEV5963tHuYPQpkINVCw_ptPdIyBhGuRLH_Pid6fnFXdjKFo9wlrnCVzDGSbMqbAWVUZYmxxcVsOt74XT3k-WuDIrIvTgTTqUpbZjS8AnQMKtgLy_swqYEhlgPrbZaOLuesU9AG7TqUeyVi8orgnWM7y9NI_TQzROQUZcH9rGMKq3GwAAVO75VS7FKtqNMhIW93-LKBNwRVs8S7hNSAJlK3CH7RMQtyeiYW10SfUlpxshyGT2KeA6GM1ZeHvLix189g36AW3hSUuGq4cz9BVf2PIns0qksEPsbrzpjg3eNSHagz6PRF3zkskqcTS-k5g9OSkx3DuO_UIGJMTyYR6GAGaTE_qSwUxvmUHzyaUN3LoEO1DqjnR-HWPJdqDxRL-8UdwguFPRWvYEnKMgS1eYlNfw6GvM-itaQXSmYs4m71E71NbKktt7jYwnU8SokfLMk7ju-CcFCxAK9CwkAWJX5mXNHA0Ox7NaXxkR8RAB4hr7VhgpRMl53ifgHa8N8sMtPq9ale1T06zjkQEp2Iy88iDrVgYvTSXOAOSyjb8O6Yd95bXnC-y_8fSXU0M4OAMY9VLZMBoCruSGcXM=&p=3&fvj=0&vjs=3,"Job detailsJob typeFull-timeFull Job Description


About the Role



 At Uber engineers have to seek a wide variety of problems and situations as we continue to innovate and develop products. We expect backend engineers to be proficient in algorithms, problem solving, and crafting scalable fault-tolerant architectures.
  


 This includes being a specialist at your programming language of choice. We believe effective communication is an attribute in any engineer, as you and your team move in the fast paced development environment.
  


 Basic Qualifications


 Bachelor’s or Master’s degree in engineering field (Computer Science, Computer Engineering, etc)
 Experience writing production code with Go, Python, Ruby, Java, C/C++, etc
 Minimum 13 months of industry experience


 Preferred Qualifications


 A desire to be part of a team that delivers impactful results every day
 A dedication to writing understandable, maintainable, and reusable software
 An innate desire to deliver and a strong sense of accountability for your work



Hiring InsightsJob activityPosted 3 days ago",Indeed
20,Jr. Software Engineer - Lighthouse,KPMG,https://ca.indeed.com/rc/clk?jk=4b9957260be7372e&fccid=2dd390c3a48a7ed0&vjs=3,"Overview:

You’ve got big plans. We have opportunities to match, and we’re committed to empowering you to become a better you, no matter what you do.
Be a part of our expanding and diverse global network of digital teams servicing clients in 147 countries. When you join KPMG you’ll be one of over 219,000 professionals identifying how digital technology can drive transformative growth and enable our clients to gain a competitive advantage to be at the forefront of the digital evolution.
With the support to do things differently, grow personally and professionally and bring your whole self to work, there’s no limit to the impact you can make. Let’s do this.
Video: Digital Opportunities
Why KPMG Digital?
Transform. Innovate. Collaborate — KPMG Canada’s Center of Excellence for Data & Analytics + Intelligent Automation — applies data science to solve real-word business problems and operationalize AI. Join a diverse team which is always curious and learning, thinking independently and working collaboratively, has a passion to solve difficult problems and has fun doing it.
KPMG Digital Toronto has an exciting opportunity for a Junior Software Engineer to join our team! This role will be a rewarding experience for you if you:
Thrive on challenges and work best in a fast-paced environment where each day is different
Work well in a project team environment and have strong collaboration and interpersonal skills
Have a permanent “figure it out” mindset
What you will do:
Work closely with clients to understand key business issues.
Gather and analyze requirements to develop impactful recommendations and solutions.
Develop and design end-to-end web services and web applications with responsive UI that provide business insights
Collaborate with Solution Specialists, Data Scientists, and Data Engineers in drafting the functional specifications required during the software development life cycle
Provide recommendations on how software can enhance user experience
Architect, code and debug problematic code
Provide expertise in cloud/on-prem/hybrid hosting solutions and full stack development
Participate in the research and evaluation of new tools and technologies that can help drive innovative solutions for our clients
What you bring to this role:
Bachelor’s in computer science, Software Engineering, or related disciplines.
1+ years of professional experience in a related field.
Demonstrated development experience in SQL, NoSQL, HTML & CSS, Python, JavaScript, Java
Proficiency building web applications using one or more JavaScript and CSS frameworks like AngularJS, React, Vue.JS, and Bootstrap
Experienced with at least one back-end technology such as like Python, Node.JS, and Java
Proficient in using and designing REST APIs
Blockchain knowledge and integration experience (preferably with the Ethereum blockchain)
Knowledge of both digital assets and smart contracts is a decided asset
Ability to develop a variety of user-oriented applications to deliver content in intuitive and innovative ways, through desktop, mobile apps and web interfaces
Familiarity with programming methodologies such as version control (i.e. Git), testing, QA, Waterfall and Agile development methodologies
Experience in at least one major cloud service: AWS, MS Azure and GCP, microservices and serverless computing
Keys to your success:
Understanding the top issues faced by clients related to data and analytics through discussions with peers, clients, etc., and by following business media, industry issues reports, etc.
Hungry for experience, and eager to learn in a rapidly changing industry
A curiosity that looks to redefine the norm and sees technology and innovation as a tool to open new doors and new opportunities
Passionate and capable of delivering solutions with a high attention to detail
An attitude of resourcefulness that inspires creativity
Our Values, The KPMG Way:

Integrity, we do what is right | Excellence, we never stop learning and improving | Courage, we think and act boldly | Together, we respect each other and draw strength from our differences | For Better, we do what matters
KPMG is committed to the health and safety of our people, clients and communities. With this commitment in mind, KPMG complies with all public health mandates (provincially and/or federally, as applicable) and has implemented various safety measures, including a COVID-19 Vaccination Policy. KPMG's COVID 19 Vaccination Policy requires all employees to be fully vaccinated if they wish to or are required to attend a KPMG office in the course of their duties.
As this role requires occasional or consistent attendance at a KPMG office, the successful candidate must be fully vaccinated (i.e. have received all doses that are recommended by Health Canada, including any boosters) and must provide KPMG with proof of vaccination. KPMG will provide reasonable accommodation if the successful candidate cannot be vaccinated due to grounds protected by human rights legislation in their province of employment.
KPMG in Canada is a proud equal opportunities employer and we are committed to creating a respectful, inclusive and barrier-free workplace that allows all of our people to reach their full potential. A diverse workforce is key to our success and we believe in bringing your whole self to work. We welcome all qualified candidates to apply and hope you will choose KPMG in Canada as your employer of choice.
For general recruitment-related inquiries, please contact the HR Delivery Centre at cafmcdnhrsthotline@kpmg.ca.
If you have a question about accessible employment at KPMG, or to begin a confidential conversation about your individual accessibility or accommodation needs through the recruitment process, we encourage you to contact us at cafmcdnhrsthotline@kpmg.ca or phone: 416-777-8002 or toll free 1-888-466-4778.Hiring InsightsJob activityPosted 30+ days ago",Indeed
21,Software Developer,Royal Bank of Canada,https://ca.indeed.com/rc/clk?jk=4c4ef8538f69816d&fccid=537b899e30af3338&vjs=3,"Full Job Description

































































Come Work with Us!  At RBC, our culture is deeply supportive and rich in opportunity and reward. You will help our clients thrive and our communities prosper, empowered by a spirit of shared purpose.  Whether you’re helping clients find new opportunities, developing new technology, or providing expert advice to internal partners, you will be doing work that matters in the world, in an environment built on teamwork, service, responsibility, diversity, and integrity.





































































































 Job Title




































 Software Developer
  





































 Job Description






































 Delivering new design and development specifications based on customer requirements, while adhering to standard procedures and techniques.
 Creating test transactions and running tests to find errors and revise application programs.
 Participating in post-implementation reviews of application development content and processes; continually working to create a learning environment by sharing about the participation process with others.
 Supporting the implementation of application programs; fixing any existing or new bugs.







































 Job Summary




































 Participates in the technical design, development, and implementation of application systems. Applies complete knowledge, skills, and practices to perform assignments.
  




































 Address:




































 TORONTO, Ontario, Canada
  




































 City:




































 CAN-ON-TORONTO
  




































 Country:




































 Canada
  




































 Work hours/week:




































 37.5
  




































 Employment Type:




































 Full time
  




































 Platform:




































 Technology and Operations
  




































 Job Type:




































 Regular
  




































 Pay Type:




































 Salaried
  




































 Posted Date:





































2022-04-13-07:00
  




































 Application Deadline:




































 2022-05-27-07:00
  







































































 Inclusion and Equal Opportunity Employment
 At RBC, we embrace diversity and inclusion for innovation and growth. We are committed to building inclusive teams and an equitable workplace for our employees to bring their true selves to work. We are taking actions to tackle issues of inequity and systemic bias to support our diverse talent, clients and communities.  We also strive to provide an accessible candidate experience for our prospective employees with different abilities. Please let us know if you need any accommodations during the recruitment process.













































































































 Join our Talent Community  Stay in-the-know about great career opportunities at RBC. Sign up and get customized info on our latest jobs, career tips and Recruitment events that matter to you.  Expand your limits and create a new future together at RBC. Find out how we use our passion and drive to enhance the well-being of our clients and communities at rbc.com/careers.






































Hiring InsightsJob activityPosted 12 days ago",Indeed
22,software engineer,Matrix Labs Inc.,https://ca.indeed.com/rc/clk?jk=e1726d467c50f084&fccid=4dc328cb36e69217&vjs=3,"Job detailsSalary$53 an hourJob typeFull-timeFull Job Description


or equivalent experience

 Operating Systems

 Unix
 MS Windows
 Linux

 Operating Systems and Software

 Virtualization

 Area of Specialization

 System integration

 Work Setting

 Startup company

 Specific Skills

 Collect and document user's requirements and develop logical and physical specifications
 Research, evaluate and synthesize technical information to design, develop and test computer-based systems
 Develop data, process and network models to optimize architecture and to evaluate the performance and reliability of designs
 Plan, design and co-ordinate the development, installation, integration and operation of computer-based systems
 Assess, troubleshoot, document, upgrade and develop maintenance procedures for operating systems, communications environments and applications software
 Lead and co-ordinate teams of information systems professionals in the development of software and integrated information systems, process control software and other embedded software control systems

 Programming Languages

 Java
 JavaScript
 C++
 C#
 Python

 Work Conditions and Physical Capabilities

 Fast-paced environment
 Work under pressure
 Tight deadlines

 Work Location Information

 Relocation costs covered by employer

 Computer and Technology Knowledge

 Networking software
 Networking hardware
 Networking security
 Servers
 Image editing software
 Programming software
 Web service design
 Software development
 Mapping and data visualization software
 Enterprise Applications Integration (EAI)
 Business intelligence

 Personal Suitability

 Initiative
 Effective interpersonal skills
 Team player
 Excellent oral communication
 Excellent written communication
 Client focus


Hiring InsightsJob activityPosted 7 days ago",Indeed
23,Software Engineer ll,Microsoft,https://ca.indeed.com/rc/clk?jk=3ee02840e6a0bb66&fccid=734cb5a01ee60f80&vjs=3,"We believe the current workspace is underserved by the existing software solutions and we are building a new, truly modern collaboration and productivity hub for the workspace. At Microsoft Teams, we tackle some of the most interesting challenges in team collaboration and are filled with opportunities to work with teams and technologies across the company and beyond.
We are an agile team in a fast-moving group with plenty of growth opportunities. Our team focuses on building Teams app store and marketplace experiences for ITPros, Partners and System Integrators for Microsoft Teams.
These features are huge growth engines for our M365 commercial and enterprise customers and can set us apart from our competitors. The services we build must be highly scalable to meet the needs of an ever-growing user base and must be resilient and performant to ensure compliance. This is a unique opportunity to hone your system design skills and will give you exposure to innovative technology stacks (.NET Core, React, Service Fabric topology, Redis, Azure Cosmos DB) as well as cross-org collaboration opportunities. You will have E2E ownership and make a significant impact in this critical area.
Responsibilities
We're looking for strong full-stack developers with a passion for building large scale web services and state of the art web applications to empower administrators in Enterprises and SMBs to drive adoption of Teams applications and to manage & govern their M365 and Teams Application in their organization. As part of the team, you will enable admins to discover, try, buy, deploy, manage, review, and analyze their applications via intuitive and powerful solutions that directly impact millions of end users interacting with Teams Application.
Qualifications
BS or higher degree in Computer Science (or equivalent field)
4+ years of software engineering experience building frontend & server/service applications
Excellent problem solving, design, coding, and debugging skills
History of developing complex, large scale software in C#, Typescript, Javascript or equivalent languages
Experience in Web Development using React, TypeScript, HTML5, ASP.NET
Strong passion for delivering high quality, large scale services in cloud applications.
Strong analytical, problem solving and organizational skills.
Excellent collaboration and communication skills.
Self-driven, pro-active, results-oriented
Microsoft is an equal opportunity employer. All qualified applicants will receive consideration for employment without regard to age, ancestry, color, family or medical care leave, gender identity or expression, genetic information, marital status, medical condition, national origin, physical or mental disability, political affiliation, protected veteran status, race, religion, sex (including pregnancy), sexual orientation, or any other characteristic protected by applicable laws, regulations and ordinances. We also consider qualified applicants regardless of criminal histories, consistent with legal requirements. If you need assistance and/or a reasonable accommodation due to a disability during the application or the recruiting process, please send a request via the Accommodation request form.
Benefits/perks listed below may vary depending on the nature of your employment with Microsoft and the country where you work.Hiring InsightsJob activityPosted 4 days ago",Indeed
24,"Software Developer - Front End, Guest Experience",Westjet Airlines,https://ca.indeed.com/rc/clk?jk=3ef870cd226221e6&fccid=f18c1d5f3c78c7ca&vjs=3,"Why WestJet:

Every WestJet journey has the potential to enrich lives; a career with us is no exception.

WestJet arrived on the Canadian airline scene in 1996 and changed the industry for the better. We made air travel more affordable for Canadians and now we're going global.

Join us and love where you’re going.

Remote Work:
This position is eligible for remote work, within Canada, under our mobile workforce program.

Overview of role:
WestJet is seeking an up and coming Front End Software Developer reporting into our Guest Experience team. This individual can demonstrate a high standard of excellence, enjoys challenges, and is results-driven. The incumbent must be highly motivated and demonstrate the ability to work in an agile environment. Follows the direction of senior level developers to create high quality software solutions.

Our Software Developers apply industry-standard processes, practices and techniques to develop web based Java applications and will work closely with the development team and business stakeholders to develop appropriate object-oriented software systems that meet WestJet’s business, technical and quality requirements. This position requires an energetic self-starter with a strong work ethic and willingness to learn and contribute to a fast-paced environment. Moreover, strong team player skills and excellent communication skills and the ability to collaborate with others are essential.

Key deliverables include:
Learn and understand WestJet’s product features and environments
Learn and follow WestJet’s design and development methodologies, coding standards and style guidelines
Learn and participate in workshops, presentations, and training that provide skill and knowledge development for the team
Learn to work with business stakeholders to define and prepare functional and design specifications of new features/products
Learn to provide accurate estimates for development effort, complexity and risk for WestJet software development projects
Learn to develop automated unit and integration tests for front-end code that define and validate feature/product requirements
Learn to develop robust, extensible, high-quality code that meet business, technical and quality requirements
Learn to work with quality assurance partners to assess the impact of code changes, to ensure the validation of requirements and to provide timely troubleshooting and fixes to software defects
Learn to work with operational partners to ensure the supportability of new features/products and to provide timely technical support and fixes to production applications
Learn to review and provide analysis for front-end code as well as automated tests
Learn to manage your code and resolve conflicts with other development initiatives
Document system components, related interfaces and provide input into preparing release notes
Prepare regular status reports to the Technology Manager
Experience and qualifications:
Excellent interpersonal, verbal and written communication skills
Excellent planning and organizational skills
Excellent analytical and problem solving skills
Competence in web development using CSS, HTML and JavaScript
Competence in JavaScript libraries such as VueJS, React, Angular and NodeJS
Competence in mobile web development and responsive web design
Competence in web usability (UI/UX design)
Knowledge of JavaScript testing frameworks such as Jest, Mocha, Jasmine
Knowledge of CSS boilerplate frameworks such as Bootstrap
Knowledge of integrating preprocessors such as LESS and Sass
Knowledge in RESTful web services using AJAX, JSON
Knowledge in object-oriented software design, design patterns, security awareness and development best practices
Knowledge in DevOps and agile development methods such as Lean, Scrum, Kanban
Knowledge in development on Windows, Linux and/or MacOS
Knowledge in IDE software such as VScode, Brackets, Atom
Knowledge in build automation tools such as Jenkins and Azure DevOps Pipelines

Nice to Have
Knowledge in Java
Knowledge in IDE software such as Eclipse and IntelliJ
Knowledge in java application servers such as Tomcat and JBoss
Knowledge in content management systems such as HP TeamSite and Adobe Experience Manager

The benefits of being a WestJetter:
WestJet provides all WestJetters with a competitive total rewards package. On top of that, we offer:
A fun and friendly culture with colleagues who work together to win
Travel privileges for you and your family, effective from your start date
Savings and Benefit programs that are flexible to meet your specific needs

Think we are a fit? Apply now!

About WestJet Group of Companies
Together with WestJet's regional airline, WestJet Encore, we offer scheduled service to more than 100 destinations in North America, Central America, the Caribbean and Europe and to more than 175 destinations in over 20 countries through our airline partnerships.

Our Safety Promise
At WestJet, the safety and security of our people and our guests is a core value and at the heart of what we do. As safety and security is a shared responsibility, it is expected that you will use safe work practices to ensure your well-being and the safety of others.
WestJet recognizes that the use of Alcohol and Drugs can adversely impact a safe work environment and the well-being of others including guests, suppliers and the public, as well as place WestJet's operations at risk. All roles that are identified as safety sensitive are required to pass a Pre-Employment Alcohol and Drug Test as per WestJet's Alcohol and Drug Policy.
As a federally regulated company, the WestJet group of companies is required to comply with all federal mandates. In order to be compliant with the recently-announced vaccination mandate, and to keep our guests/employees safe, all employees will be required to be fully vaccinated against Covid-19 as a condition of employment.

Our Commitment to Diversity and Inclusion
We embrace what makes us each unique, and what makes us uniquely WestJet. WestJet is committed to inclusiveness, equity, and accessibility and if you require accommodation during the selection process, please let our Talent Acquisition team know. We encourage all qualified candidates to apply. We thank all applicants for their interest in WestJet; however, only those candidates who are selected will be contacted.

For more information about everything WestJet, please visit WestJet.com.
#LI-Remote
#LI-SP1Hiring InsightsJob activityPosted 4 days ago",Indeed
